OTU_420	BFR01061	98.113	53	1	0	1	53	91	143	1.38e-20	93.5
OTU_421	BFR04219	100.000	54	0	0	28	81	67	120	1.47e-22	100
OTU_422	BFR04284	97.959	49	1	0	1	49	91	139	8.05e-18	86.1
OTU_424	BFR04219	96.000	50	2	0	1	50	91	140	5.43e-17	82.4
OTU_425	BFR04219	96.000	50	2	0	1	50	91	140	8.58e-17	82.4
OTU_426	BFR04210	100.000	44	0	0	1	44	91	134	1.50e-16	82.4
OTU_427	BFR04219	96.078	51	2	0	1	51	91	141	9.01e-18	84.2
OTU_430	BFR04519	95.745	47	1	1	18	63	104	150	2.78e-14	75.0
OTU_432	BFR04210	100.000	44	0	0	1	44	91	134	4.91e-17	82.4
OTU_433	BFR04498	100.000	40	0	0	4	43	120	159	3.81e-15	75.0
OTU_435	BFR04238	100.000	44	0	0	4	47	97	140	5.08e-17	82.4
OTU_436	BFR04219	98.113	53	1	0	29	81	68	120	2.47e-20	93.5
OTU_437	BFR04219	96.364	55	2	0	2	56	66	120	5.39e-20	91.6
OTU_439	BFR04210	100.000	44	0	0	1	44	91	134	4.91e-17	82.4
OTU_440	BFR04219	98.039	51	1	0	1	51	91	141	9.25e-19	89.8
OTU_443	BFR04219	96.000	50	2	0	1	50	91	140	5.34e-17	82.4
OTU_444	BFR04284	97.959	49	1	0	1	49	91	139	1.19e-17	86.1
OTU_445	BFR04219	98.077	52	1	0	8	59	69	120	5.82e-20	91.6
OTU_448	BFR04193	95.745	47	0	1	8	52	69	115	4.84e-15	75.0
OTU_449	BFR04219	98.077	52	1	0	6	57	69	120	5.53e-20	91.6
OTU_450	BFR04219	98.077	52	1	0	31	82	69	120	9.02e-20	91.6
OTU_451	BFR04193	97.778	45	1	0	1	45	91	135	1.54e-15	78.7
OTU_452	BFR04219	96.154	52	2	0	5	56	69	120	2.51e-18	86.1
OTU_453	BFR04284	100.000	51	0	0	30	80	69	119	6.75e-21	95.3
OTU_454	BFR04193	95.745	47	0	1	30	74	69	115	8.06e-15	75.0
OTU_455	BFR04219	96.000	50	2	0	1	50	91	140	1.55e-16	82.4
OTU_456	BFR01708	92.500	40	1	2	38	77	131	168	1.08e-08	56.5
OTU_458	BFR04519	95.745	47	1	1	18	63	104	150	2.78e-14	75.0
OTU_459	BFR04523	92.308	39	1	2	39	77	152	188	1.55e-08	54.7
OTU_460	BFR04219	98.000	50	1	0	1	50	91	140	1.73e-18	87.9
OTU_462	BFR04219	100.000	52	0	0	3	54	69	120	1.10e-21	97.1
OTU_464	BFR04210	100.000	46	0	0	12	57	69	114	2.57e-18	86.1
OTU_465	BFR04219	98.000	50	1	0	1	50	91	140	1.13e-18	87.9
OTU_467	BFR04219	96.154	52	2	0	30	81	69	120	4.13e-18	86.1
OTU_469	BFR04219	96.000	50	2	0	1	50	91	140	8.05e-17	82.4
OTU_472	BFR04284	100.000	51	0	0	30	80	69	119	6.75e-21	95.3
OTU_473	BFR04210	97.727	44	1	0	1	44	91	134	6.96e-15	76.8
OTU_474	BFR04264	100.000	45	0	0	1	45	91	135	7.06e-18	84.2
OTU_476	BFR04519	95.745	47	1	1	18	63	104	150	1.08e-14	75.0
OTU_477	BFR04209	96.364	55	1	1	28	81	67	121	3.19e-19	89.8
OTU_478	BFR04170	98.039	51	0	1	5	55	67	116	6.78e-19	87.9
OTU_479	BFR01708	89.583	48	2	3	25	72	124	168	1.68e-09	58.4
OTU_481	BFR04583	87.097	62	6	2	1	62	91	150	2.93e-13	69.4
OTU_483	BFR04219	98.077	52	1	0	6	57	69	120	5.53e-20	91.6
OTU_484	BFR02995	100.000	42	0	0	6	47	124	165	3.85e-16	78.7
OTU_486	BFR02213	89.231	65	6	1	5	69	95	158	2.52e-16	80.5
OTU_487	BFR03803	90.698	43	2	2	31	73	127	167	4.09e-09	56.5
OTU_488	BFR01818	88.462	52	3	3	27	78	114	162	4.02e-10	60.2
OTU_489	BFR04284	97.959	49	1	0	1	49	91	139	4.06e-18	86.1
OTU_491	BFR01708	89.583	48	2	3	25	72	124	168	9.74e-10	58.4
OTU_492	BFR04193	97.778	45	1	0	1	45	91	135	1.05e-15	78.7
OTU_493	BFR04284	100.000	51	0	0	30	80	69	119	6.75e-21	95.3
OTU_494	BFR04210	97.727	44	1	0	1	44	91	134	6.96e-15	76.8
OTU_497	BFR03803	90.698	43	2	2	31	73	127	167	4.40e-09	56.5
OTU_498	BFR04219	98.077	52	1	0	30	81	69	120	8.87e-20	91.6
OTU_499	BFR03407	100.000	42	0	0	4	45	85	126	1.05e-15	78.7
OTU_500	BFR04219	98.077	52	1	0	30	81	69	120	8.87e-20	91.6
OTU_501	BFR04210	100.000	46	0	0	30	75	69	114	3.79e-18	86.1
OTU_503	BFR04519	95.745	47	1	1	18	63	104	150	2.78e-14	75.0
OTU_504	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_505	BFR04193	97.778	45	1	0	1	45	91	135	1.28e-15	78.7
OTU_506	BFR04284	100.000	51	0	0	22	72	69	119	5.96e-21	95.3
OTU_508	BFR04170	97.959	49	0	1	6	54	69	116	8.53e-18	84.2
OTU_510	BFR04219	98.148	54	1	0	28	81	67	120	6.86e-21	95.3
OTU_512	BFR04219	98.077	52	1	0	7	58	69	120	5.68e-20	91.6
OTU_513	BFR03407	100.000	40	0	0	4	43	87	126	8.06e-15	75.0
OTU_514	BFR04210	100.000	46	0	0	35	80	69	114	4.06e-18	86.1
OTU_515	BFR04210	97.727	44	1	0	1	44	91	134	6.96e-15	76.8
OTU_516	BFR04519	95.833	48	1	1	18	64	104	151	3.01e-15	76.8
OTU_517	BFR04219	96.154	52	2	0	30	81	69	120	4.13e-18	86.1
OTU_518	BFR00901	91.111	45	4	0	19	63	138	182	2.16e-10	62.1
OTU_519	BFR02706	90.909	44	4	0	27	70	146	189	2.79e-10	60.2
OTU_521	BFR04284	100.000	49	0	0	1	49	91	139	2.56e-19	91.6
OTU_524	BFR04219	98.077	52	1	0	30	81	69	120	8.87e-20	91.6
OTU_526	BFR02213	90.769	65	5	1	5	69	95	158	3.52e-18	86.1
OTU_527	BFR04193	97.778	45	1	0	1	45	91	135	1.03e-15	78.7
OTU_528	BFR04210	100.000	46	0	0	24	69	69	114	3.39e-18	86.1
OTU_529	BFR04193	97.778	45	1	0	1	45	91	135	1.54e-15	78.7
OTU_530	BFR04210	100.000	46	0	0	8	53	69	114	2.30e-18	86.1
OTU_532	BFR04219	96.000	50	2	0	1	50	91	140	8.58e-17	82.4
OTU_533	BFR04523	92.308	39	1	2	39	77	152	188	1.68e-08	54.7
OTU_534	BFR04523	92.308	39	1	2	36	74	152	188	3.83e-08	54.7
OTU_536	BFR04523	92.308	39	1	2	36	74	152	188	1.09e-08	54.7
OTU_537	BFR04833	92.308	39	1	2	28	66	67	103	1.58e-08	54.7
OTU_538	BFR00901	91.111	45	4	0	19	63	138	182	2.16e-10	62.1
OTU_539	BFR04193	100.000	43	0	0	3	45	93	135	1.58e-16	80.5
OTU_540	BFR04284	100.000	51	0	0	30	80	69	119	6.75e-21	95.3
OTU_541	BFR01179	100.000	29	0	0	28	56	67	95	1.72e-08	54.7
OTU_545	BFR01708	91.304	46	2	2	29	74	125	168	1.32e-10	62.1
OTU_546	BFR03803	90.698	43	2	2	31	73	127	167	1.05e-08	56.5
OTU_547	BFR04219	98.000	50	1	0	1	50	91	140	1.43e-18	87.9
OTU_549	BFR04463	92.683	41	1	2	35	75	161	199	2.96e-09	58.4
OTU_550	BFR04463	92.683	41	1	2	33	73	161	199	1.22e-09	58.4
OTU_552	BFR04219	98.039	51	1	0	1	51	91	141	1.73e-19	89.8
OTU_553	BFR04219	100.000	50	0	0	1	50	91	140	2.47e-20	93.5
OTU_556	BFR01909	84.211	76	7	3	1	71	2451	2526	3.55e-13	69.4
OTU_557	BFR04523	92.308	39	1	2	36	74	152	188	1.09e-08	54.7
OTU_558	BFR01708	92.500	40	1	2	38	77	131	168	4.67e-09	56.5
OTU_560	BFR04397	88.679	53	2	4	27	78	138	187	1.00e-10	62.1
OTU_562	BFR04523	92.308	39	1	2	36	74	152	188	1.14e-08	54.7
OTU_563	BFR04349	89.796	49	3	2	10	58	114	160	9.58e-11	62.1
OTU_564	BFR04523	92.500	40	1	2	35	74	151	188	4.51e-09	56.5
OTU_565	BFR04385	93.333	45	1	2	43	87	131	173	5.91e-12	65.8
OTU_567	BFR04219	96.000	50	2	0	1	50	91	140	5.60e-17	82.4
OTU_568	BFR00901	91.111	45	4	0	19	63	138	182	8.44e-11	62.1
OTU_569	BFR04498	100.000	40	0	0	4	43	120	159	4.40e-15	75.0
OTU_570	BFR04219	96.154	52	2	0	7	58	69	120	2.64e-18	86.1
OTU_571	BFR04188	94.340	53	2	1	22	73	69	121	1.70e-16	80.5
OTU_572	BFR01708	91.304	46	2	2	29	74	125	168	9.69e-11	62.1
OTU_573	BFR04210	97.959	49	1	0	48	96	66	114	5.14e-18	86.1
OTU_576	BFR04219	98.000	50	1	0	1	50	91	140	1.04e-18	87.9
OTU_577	BFR01708	92.500	40	1	2	33	72	131	168	4.40e-09	56.5
OTU_584	BFR04519	95.745	47	1	1	18	63	104	150	9.81e-15	75.0
OTU_585	BFR02213	89.231	65	6	1	5	69	95	158	1.67e-16	80.5
OTU_586	BFR04170	97.959	49	0	1	9	57	69	116	9.26e-18	84.2
OTU_587	BFR01708	91.304	46	2	2	29	74	125	168	6.84e-11	62.1
OTU_588	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_590	BFR00587	91.837	49	2	2	25	73	122	168	1.89e-12	67.6
OTU_591	BFR01708	89.583	48	2	3	25	72	124	168	8.56e-10	58.4
OTU_592	BFR04219	96.154	52	2	0	30	81	69	120	4.13e-18	86.1
OTU_593	BFR04193	100.000	45	0	0	1	45	91	135	1.73e-17	84.2
OTU_594	BFR03684	100.000	39	0	0	13	51	139	177	1.95e-14	73.1
OTU_595	BFR04219	100.000	52	0	0	7	58	69	120	1.22e-21	97.1
OTU_596	BFR04219	96.226	53	2	0	29	81	68	120	1.15e-18	87.9
OTU_597	BFR04219	98.000	50	1	0	1	50	91	140	1.02e-18	87.9
OTU_599	BFR04210	97.826	46	1	0	12	57	69	114	1.20e-16	80.5
OTU_601	BFR04284	97.959	49	1	0	1	49	91	139	1.19e-17	86.1
OTU_602	BFR04498	100.000	40	0	0	4	43	120	159	3.81e-15	75.0
OTU_603	BFR04193	97.778	45	1	0	1	45	91	135	1.30e-15	78.7
OTU_604	BFR03803	90.698	43	2	2	31	73	127	167	4.40e-09	56.5
OTU_605	BFR04219	96.000	50	2	0	1	50	91	140	4.82e-17	82.4
OTU_606	BFR04219	94.000	50	3	0	1	50	91	140	2.48e-15	76.8
OTU_607	BFR04284	100.000	51	0	0	35	85	69	119	7.31e-21	95.3
OTU_608	BFR04210	100.000	46	0	0	30	75	69	114	3.79e-18	86.1
OTU_609	BFR02706	89.130	46	3	2	40	85	146	189	5.57e-09	56.5
OTU_610	BFR03803	89.583	48	2	3	31	77	127	172	1.11e-09	58.4
OTU_611	BFR04284	100.000	51	0	0	30	80	69	119	6.75e-21	95.3
OTU_613	BFR04210	100.000	46	0	0	30	75	69	114	3.79e-18	86.1
OTU_615	BFR04219	96.000	50	2	0	1	50	91	140	5.34e-17	82.4
OTU_616	BFR04519	93.617	47	2	1	18	63	104	150	1.29e-12	69.4
OTU_617	BFR04219	97.917	48	1	0	3	50	93	140	1.48e-17	84.2
OTU_618	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_620	BFR04706	89.130	46	3	2	30	75	162	205	3.87e-09	56.5
OTU_621	BFR03803	90.698	43	2	2	31	73	127	167	4.40e-09	56.5
OTU_625	BFR01708	91.304	46	2	2	29	74	125	168	9.69e-11	62.1
OTU_627	BFR04523	92.308	39	1	2	34	72	152	188	1.05e-08	54.7
OTU_632	BFR04210	100.000	46	0	0	30	75	69	114	3.79e-18	86.1
OTU_633	BFR04284	98.000	50	1	0	1	50	91	140	1.13e-18	87.9
OTU_635	BFR04238	100.000	45	0	0	4	48	97	141	1.41e-17	84.2
OTU_636	BFR04219	96.226	53	2	0	29	81	68	120	1.15e-18	87.9
OTU_637	BFR04519	95.745	47	1	1	18	63	104	150	7.33e-15	75.0
OTU_641	BFR04193	95.745	47	0	1	30	74	69	115	8.06e-15	75.0
OTU_642	BFR04219	96.078	51	2	0	1	51	91	141	1.48e-17	84.2
OTU_643	BFR04219	96.154	52	2	0	30	81	69	120	4.13e-18	86.1
OTU_644	BFR04394	88.889	54	3	3	18	70	86	137	2.54e-11	63.9
OTU_645	BFR04523	92.308	39	1	2	36	74	152	188	2.21e-08	54.7
OTU_646	BFR00901	91.304	46	4	0	19	64	138	183	2.35e-11	63.9
OTU_647	BFR04219	96.078	51	2	0	1	51	91	141	1.48e-17	84.2
OTU_648	BFR01179	100.000	29	0	0	28	56	67	95	1.62e-08	54.7
OTU_649	BFR03803	90.698	43	2	2	31	73	127	167	7.58e-09	56.5
OTU_650	BFR04706	90.244	41	2	2	35	75	162	200	3.92e-08	52.8
OTU_651	BFR04219	100.000	50	0	0	1	50	91	140	7.15e-20	93.5
OTU_653	BFR04219	98.000	50	1	0	1	50	91	140	1.04e-18	87.9
OTU_656	BFR04523	92.308	39	1	2	34	72	152	188	1.89e-08	54.7
OTU_658	BFR04576	92.857	42	1	2	34	75	125	164	3.49e-10	60.2
OTU_660	BFR04463	92.683	41	1	2	33	73	161	199	1.68e-09	58.4
OTU_663	BFR04170	96.154	52	1	1	24	75	66	116	1.36e-17	84.2
OTU_665	BFR04284	100.000	51	0	0	30	80	69	119	6.75e-21	95.3
OTU_669	BFR04210	100.000	44	0	0	1	44	91	134	1.50e-16	82.4
OTU_670	BFR02126	97.143	35	1	0	29	63	99	133	7.79e-10	60.2
OTU_671	BFR04287	97.872	47	1	0	28	74	67	113	4.82e-17	82.4
OTU_672	BFR01708	89.583	48	2	3	25	72	124	168	1.22e-09	58.4
OTU_674	BFR01708	89.583	48	2	3	25	72	124	168	1.12e-09	58.4
OTU_675	BFR01708	92.500	40	1	2	38	77	131	168	4.67e-09	56.5
OTU_676	BFR04193	95.745	47	0	1	22	66	69	115	6.89e-15	75.0
OTU_678	BFR03407	100.000	40	0	0	4	43	87	126	3.81e-15	75.0
OTU_679	BFR04219	98.077	52	1	0	7	58	69	120	5.68e-20	91.6
OTU_681	BFR01708	89.583	48	2	3	25	72	124	168	1.22e-09	58.4
OTU_692	BFR01708	92.500	40	1	2	30	69	131	168	4.24e-09	56.5
OTU_693	BFR04523	92.308	39	1	2	34	72	152	188	1.87e-08	54.7
OTU_695	BFR04238	100.000	44	0	0	4	47	97	140	5.08e-17	82.4
OTU_697	BFR04219	96.154	52	2	0	30	81	69	120	4.13e-18	86.1
OTU_698	BFR04210	97.727	44	1	0	1	44	91	134	2.28e-15	76.8
OTU_702	BFR01708	91.304	46	2	2	29	74	125	168	6.51e-11	62.1
OTU_703	BFR04193	100.000	45	0	0	1	45	91	135	1.22e-17	84.2
OTU_707	BFR00901	91.111	45	4	0	19	63	138	182	7.64e-11	62.1
OTU_708	BFR04219	98.077	52	1	0	30	81	69	120	8.87e-20	91.6
OTU_710	BFR04523	92.308	39	1	2	36	74	152	188	1.93e-08	54.7
OTU_711	BFR04193	97.778	45	1	0	1	45	91	135	1.05e-15	78.7
OTU_712	BFR04284	100.000	49	0	0	1	49	91	139	8.73e-20	91.6
OTU_713	BFR04463	92.683	41	1	2	35	75	161	199	1.24e-09	58.4
OTU_715	BFR03803	90.698	43	2	2	31	73	127	167	7.58e-09	56.5
OTU_717	BFR04193	97.778	45	1	0	1	45	91	135	1.30e-15	78.7
OTU_718	BFR04210	100.000	46	0	0	35	80	69	114	4.06e-18	86.1
OTU_719	BFR04523	92.308	39	1	2	36	74	152	188	1.62e-08	54.7
OTU_720	BFR01179	100.000	28	0	0	29	56	68	95	5.83e-08	52.8
OTU_725	BFR04284	100.000	49	0	0	1	49	91	139	8.73e-20	91.6
OTU_726	BFR01708	92.500	40	1	2	30	69	131	168	2.76e-09	56.5
OTU_728	BFR04973	90.244	41	2	2	34	74	125	163	5.83e-08	52.8
OTU_729	BFR03790	90.698	43	2	2	31	73	125	165	1.05e-08	56.5
OTU_730	BFR04463	92.683	41	1	2	33	73	161	199	1.22e-09	58.4
OTU_732	BFR04523	92.308	39	1	2	34	72	152	188	1.58e-08	54.7
OTU_733	BFR04219	98.113	53	1	0	29	81	68	120	2.47e-20	93.5
OTU_735	BFR01708	89.583	48	2	3	25	72	124	168	8.56e-10	58.4
OTU_738	BFR01179	100.000	29	0	0	28	56	67	95	1.53e-08	54.7
OTU_739	BFR04030	86.957	69	7	1	28	94	67	135	3.01e-15	76.8
OTU_740	BFR04284	100.000	49	0	0	1	49	91	139	2.56e-19	91.6
OTU_741	BFR01708	89.583	48	2	3	25	72	124	168	1.68e-09	58.4
OTU_743	BFR04210	100.000	45	0	0	1	45	91	135	1.36e-17	84.2
OTU_744	BFR03803	90.698	43	2	2	28	70	127	167	2.97e-09	56.5
OTU_745	BFR00617	85.965	57	5	3	24	80	112	165	9.00e-10	58.4
OTU_750	BFR04193	95.745	47	0	1	29	73	69	115	7.92e-15	75.0
OTU_754	BFR04284	97.959	49	1	0	1	49	91	139	4.06e-18	86.1
OTU_755	BFR04210	97.727	44	1	0	1	44	91	134	6.96e-15	76.8
OTU_756	BFR04523	92.308	39	1	2	36	74	152	188	3.83e-08	54.7
OTU_757	BFR04523	92.308	39	1	2	36	74	152	188	4.31e-08	54.7
OTU_758	BFR04219	98.000	50	1	0	1	50	91	140	3.33e-18	87.9
OTU_759	BFR01708	89.130	46	3	2	29	74	125	168	3.03e-09	56.5
OTU_761	BFR04219	98.077	52	1	0	37	88	69	120	9.89e-20	91.6
OTU_764	BFR00901	91.111	45	4	0	19	63	138	182	8.44e-11	62.1
OTU_766	BFR01179	100.000	29	0	0	28	56	67	95	1.72e-08	54.7
OTU_768	BFR04193	97.778	45	1	0	1	45	91	135	1.30e-15	78.7
OTU_771	BFR04519	93.617	47	2	1	18	63	104	150	5.04e-13	69.4
OTU_772	BFR03803	90.698	43	2	2	31	73	127	167	3.93e-09	56.5
